priority,transaction_id,cohort,merchant,amount,primary_cause,recommended_action
P2,c7524ab9-ca72-4ab6-b9b3-17211ae0ff7c,A_NOT_APPROVED,Airport,37.66,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,abffa4a8-ef73-4fb8-86ca-09ab2f7af3dc,A_NOT_APPROVED,Fort lauderdale,5.34,Awaiting approval,Approve transaction
P2,abffa4a8-ef73-4fb8-86ca-09ab2f7af3dc,A_NOT_APPROVED,Fort lauderdale,5.34,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,dd1ebac8-47d4-4345-a41e-ebf05932fccd,A_NOT_APPROVED,American Airlines,18,Awaiting approval,Approve transaction
P2,dd1ebac8-47d4-4345-a41e-ebf05932fccd,A_NOT_APPROVED,American Airlines,18,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e73a52f3-85d0-4b67-815d-bf9574705a9f,A_NOT_APPROVED,Premier Rider Service,60.57,Awaiting approval,Approve transaction
P2,e73a52f3-85d0-4b67-815d-bf9574705a9f,A_NOT_APPROVED,Premier Rider Service,60.57,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,5344c794-b1ab-45ab-90e8-03dba4bf2840,A_NOT_APPROVED,Premier Rider Service,10,Awaiting approval,Approve transaction
P2,5344c794-b1ab-45ab-90e8-03dba4bf2840,A_NOT_APPROVED,Premier Rider Service,10,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8789bd78-714b-41c7-bdb3-035d7364a565,A_NOT_APPROVED,Microsoft Office / Azure,14.4,Awaiting approval,Approve transaction
P2,8789bd78-714b-41c7-bdb3-035d7364a565,A_NOT_APPROVED,Microsoft Office / Azure,14.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8f15a4df-b4cb-4e30-a10b-114f6b41c458,A_NOT_APPROVED,Marriott,17.12,Awaiting approval,Approve transaction
P2,8f15a4df-b4cb-4e30-a10b-114f6b41c458,A_NOT_APPROVED,Marriott,17.12,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,920be495-bf1e-47cc-ab0b-cf5e76ec79ff,A_NOT_APPROVED,American Airlines,298.99,Awaiting approval,Approve transaction
P2,920be495-bf1e-47cc-ab0b-cf5e76ec79ff,A_NOT_APPROVED,American Airlines,298.99,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,38e8ce0a-90c0-4ff8-96b9-4f4a6cdbad2b,A_NOT_APPROVED,Intuit,7.8,Awaiting approval,Approve transaction
P2,38e8ce0a-90c0-4ff8-96b9-4f4a6cdbad2b,A_NOT_APPROVED,Intuit,7.8,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8c087cc5-d026-4086-9451-d41897731547,A_NOT_APPROVED,RGN Management Limited Partnership,119.06,Awaiting approval,Approve transaction
P2,8c087cc5-d026-4086-9451-d41897731547,A_NOT_APPROVED,RGN Management Limited Partnership,119.06,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1773f177-8c5f-42e0-9d04-38f17c3c07d4,A_NOT_APPROVED,Uber,15.76,Awaiting approval,Approve transaction
P2,1773f177-8c5f-42e0-9d04-38f17c3c07d4,A_NOT_APPROVED,Uber,15.76,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,55d8b578-0de1-47bf-b25f-b23020aa50e6,A_NOT_APPROVED,Southwest Airlines,617.97,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,55d8b578-0de1-47bf-b25f-b23020aa50e6,A_NOT_APPROVED,Southwest Airlines,617.97,Awaiting approval,Approve transaction
P2,55d8b578-0de1-47bf-b25f-b23020aa50e6,A_NOT_APPROVED,Southwest Airlines,617.97,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,c2d4bdb1-ed55-4dbf-b888-bd26fe165821,A_NOT_APPROVED,Regus,71,Awaiting approval,Approve transaction
P2,c2d4bdb1-ed55-4dbf-b888-bd26fe165821,A_NOT_APPROVED,Regus,71,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e58d6813-dac2-471c-919b-6ddb04a65277,A_NOT_APPROVED,RGN Management Limited Partnership,206.84,Awaiting approval,Approve transaction
P2,e58d6813-dac2-471c-919b-6ddb04a65277,A_NOT_APPROVED,RGN Management Limited Partnership,206.84,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,7520d476-ea3d-4ea3-9f86-9ebda7a844ad,A_NOT_APPROVED,Regus,266.31,Awaiting approval,Approve transaction
P2,7520d476-ea3d-4ea3-9f86-9ebda7a844ad,A_NOT_APPROVED,Regus,266.31,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,50c56f2a-5972-4fa6-955a-75f722be0eea,A_NOT_APPROVED,Uber,27.19,Awaiting approval,Approve transaction
P2,50c56f2a-5972-4fa6-955a-75f722be0eea,A_NOT_APPROVED,Uber,27.19,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2b4c2aa9-e81c-4896-abb3-405b17f00b6c,A_NOT_APPROVED,Park MGM Las Vegas,8.49,Awaiting approval,Approve transaction
P2,2b4c2aa9-e81c-4896-abb3-405b17f00b6c,A_NOT_APPROVED,Park MGM Las Vegas,8.49,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e7169d75-0b75-4360-83f8-4b239453193d,A_NOT_APPROVED,Rare Society,418.01,Awaiting approval,Approve transaction
P2,e7169d75-0b75-4360-83f8-4b239453193d,A_NOT_APPROVED,Rare Society,418.01,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,82273780-46a3-4bac-90ea-8b5a501a1b36,A_NOT_APPROVED,Dal Texspress,13.38,Awaiting approval,Approve transaction
P2,82273780-46a3-4bac-90ea-8b5a501a1b36,A_NOT_APPROVED,Dal Texspress,13.38,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,bad05ca7-e395-44c7-82aa-9f9a61e73817,A_NOT_APPROVED,Uber,49.98,Awaiting approval,Approve transaction
P2,bad05ca7-e395-44c7-82aa-9f9a61e73817,A_NOT_APPROVED,Uber,49.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,bad951e6-1406-41f5-8e55-caa211e775e3,A_NOT_APPROVED,Market@Work Restaurant,3.99,Awaiting approval,Approve transaction
P2,bad951e6-1406-41f5-8e55-caa211e775e3,A_NOT_APPROVED,Market@Work Restaurant,3.99,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,a7eb88b4-4fc1-493c-85ea-cdd8e791f352,A_NOT_APPROVED,Teex Prof & Cont Ed,2500,Awaiting approval,Approve transaction
P2,a7eb88b4-4fc1-493c-85ea-cdd8e791f352,A_NOT_APPROVED,Teex Prof & Cont Ed,2500,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,a57e2499-7212-422d-ae09-b4cf3c538735,A_NOT_APPROVED,Uber,28.97,Awaiting approval,Approve transaction
P2,a57e2499-7212-422d-ae09-b4cf3c538735,A_NOT_APPROVED,Uber,28.97,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,9b6a194d-c2b8-49c8-8cb6-3e06d4cdadd4,A_NOT_APPROVED,Uber,25.99,Awaiting approval,Approve transaction
P2,9b6a194d-c2b8-49c8-8cb6-3e06d4cdadd4,A_NOT_APPROVED,Uber,25.99,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,d02032e2-a18a-4d30-9c6d-b5192871afe0,A_NOT_APPROVED,Hudson News,7.99,Awaiting approval,Approve transaction
P2,d02032e2-a18a-4d30-9c6d-b5192871afe0,A_NOT_APPROVED,Hudson News,7.99,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,d74ef1c3-6c4e-4da9-9fe0-e93e826056ac,A_NOT_APPROVED,Uber,36.98,Awaiting approval,Approve transaction
P2,d74ef1c3-6c4e-4da9-9fe0-e93e826056ac,A_NOT_APPROVED,Uber,36.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2568b858-b311-4d42-8e4f-475df8cf76d7,A_NOT_APPROVED,Tez Safewayprkgsundiallot,35,Awaiting approval,Approve transaction
P2,2568b858-b311-4d42-8e4f-475df8cf76d7,A_NOT_APPROVED,Tez Safewayprkgsundiallot,35,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,31bcdf7e-59be-43be-a50d-4ea348ad28da,A_NOT_APPROVED,Wix,24,Awaiting approval,Approve transaction
P2,31bcdf7e-59be-43be-a50d-4ea348ad28da,A_NOT_APPROVED,Wix,24,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1c4597d8-d0e8-4cbc-ae21-995f7a608220,A_NOT_APPROVED,CIBTvisas,964.5,Awaiting approval,Approve transaction
P2,1c4597d8-d0e8-4cbc-ae21-995f7a608220,A_NOT_APPROVED,CIBTvisas,964.5,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,64e61863-9c0e-4d4e-abd7-ea3747039c5d,A_NOT_APPROVED,Served by Stadium,21.65,Awaiting approval,Approve transaction
P2,64e61863-9c0e-4d4e-abd7-ea3747039c5d,A_NOT_APPROVED,Served by Stadium,21.65,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,fc4f1840-1016-4c28-960d-38e58589e3f8,A_NOT_APPROVED,Alaska Airlines,520.39,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,fc4f1840-1016-4c28-960d-38e58589e3f8,A_NOT_APPROVED,Alaska Airlines,520.39,Awaiting approval,Approve transaction
P2,fc4f1840-1016-4c28-960d-38e58589e3f8,A_NOT_APPROVED,Alaska Airlines,520.39,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,c432cdc9-4038-42bf-b8a7-63e030704a9b,A_NOT_APPROVED,Next Day Display,1138.98,Awaiting approval,Approve transaction
P2,c432cdc9-4038-42bf-b8a7-63e030704a9b,A_NOT_APPROVED,Next Day Display,1138.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,ab5d89b4-edee-4b12-94b5-d8c2f8ab700f,A_NOT_APPROVED,Microsoft Office / Azure,13.7,Awaiting approval,Approve transaction
P2,ab5d89b4-edee-4b12-94b5-d8c2f8ab700f,A_NOT_APPROVED,Microsoft Office / Azure,13.7,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,08e44511-3b1b-44f0-9343-5ff433ab1132,A_NOT_APPROVED,Fairfield Inn & Suites,1,Awaiting approval,Approve transaction
P2,08e44511-3b1b-44f0-9343-5ff433ab1132,A_NOT_APPROVED,Fairfield Inn & Suites,1,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3fbc819b-763e-4fcb-8e7c-6d73bd65c2ab,A_NOT_APPROVED,OpenPhone,19.54,Awaiting approval,Approve transaction
P2,3fbc819b-763e-4fcb-8e7c-6d73bd65c2ab,A_NOT_APPROVED,OpenPhone,19.54,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e6d4ebcc-f351-4023-ac51-cc9aff280ffb,A_NOT_APPROVED,Buffer,240,Awaiting approval,Approve transaction
P2,e6d4ebcc-f351-4023-ac51-cc9aff280ffb,A_NOT_APPROVED,Buffer,240,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8dbca96d-e9dc-4c94-ac81-2625f9eb6905,A_NOT_APPROVED,Uber,31.98,Awaiting approval,Approve transaction
P2,8dbca96d-e9dc-4c94-ac81-2625f9eb6905,A_NOT_APPROVED,Uber,31.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,5d7c1e80-ef02-41ba-bdcc-0c2a474c9031,A_NOT_APPROVED,Fairfield Inn & Suites,230.43,Awaiting approval,Approve transaction
P2,5d7c1e80-ef02-41ba-bdcc-0c2a474c9031,A_NOT_APPROVED,Fairfield Inn & Suites,230.43,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f09058d6-e54c-4d0c-b402-fdc935c0528d,A_NOT_APPROVED,Sophia Loren Pizzeria,175.92,Awaiting approval,Approve transaction
P2,f09058d6-e54c-4d0c-b402-fdc935c0528d,A_NOT_APPROVED,Sophia Loren Pizzeria,175.92,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,cb6389cd-291e-43ac-93e8-c830d1c7ed3e,A_NOT_APPROVED,United,216.74,Awaiting approval,Approve transaction
P2,cb6389cd-291e-43ac-93e8-c830d1c7ed3e,A_NOT_APPROVED,United,216.74,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3e36c850-ad90-40ed-8fe0-407235dc1516,A_NOT_APPROVED,Delta Air Lines,313.48,Awaiting approval,Approve transaction
P2,3e36c850-ad90-40ed-8fe0-407235dc1516,A_NOT_APPROVED,Delta Air Lines,313.48,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b1e4d8c0-ab3a-4286-b007-be26d99f245f,A_NOT_APPROVED,Uber,20.95,Awaiting approval,Approve transaction
P2,b1e4d8c0-ab3a-4286-b007-be26d99f245f,A_NOT_APPROVED,Uber,20.95,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,9eb7f7b8-2a8c-4f6f-9a5d-f6f920ab345a,A_NOT_APPROVED,United,113.48,Awaiting approval,Approve transaction
P2,9eb7f7b8-2a8c-4f6f-9a5d-f6f920ab345a,A_NOT_APPROVED,United,113.48,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,ad29953d-79c8-4b9f-a255-fd52a494e7ce,A_NOT_APPROVED,Uber,18.95,Awaiting approval,Approve transaction
P2,ad29953d-79c8-4b9f-a255-fd52a494e7ce,A_NOT_APPROVED,Uber,18.95,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,754335eb-a7b6-483a-aaab-4d5c0cbf067b,A_NOT_APPROVED,Uber,16.96,Awaiting approval,Approve transaction
P2,754335eb-a7b6-483a-aaab-4d5c0cbf067b,A_NOT_APPROVED,Uber,16.96,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,46ff6a94-67b3-44ec-b7c7-5b93f67affe6,A_NOT_APPROVED,City of Eugene,38,Awaiting approval,Approve transaction
P2,46ff6a94-67b3-44ec-b7c7-5b93f67affe6,A_NOT_APPROVED,City of Eugene,38,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,6c4d62ad-80cc-4fde-bd21-3c310a6c0f46,A_NOT_APPROVED,Alaska Airlines,486.8,Awaiting approval,Approve transaction
P2,6c4d62ad-80cc-4fde-bd21-3c310a6c0f46,A_NOT_APPROVED,Alaska Airlines,486.8,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8c8d5ac2-5d8e-43dc-bd58-b93c89bce708,A_NOT_APPROVED,Sheraton,39.96,Awaiting approval,Approve transaction
P2,8c8d5ac2-5d8e-43dc-bd58-b93c89bce708,A_NOT_APPROVED,Sheraton,39.96,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,9dfc8049-e280-4f7c-898c-31979ffd4bf0,A_NOT_APPROVED,4imprint,954.11,Awaiting approval,Approve transaction
P2,9dfc8049-e280-4f7c-898c-31979ffd4bf0,A_NOT_APPROVED,4imprint,954.11,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,4d8a8b22-5e5b-47c4-aac8-778e0af7d316,A_NOT_APPROVED,Genspark,20,Awaiting approval,Approve transaction
P2,4d8a8b22-5e5b-47c4-aac8-778e0af7d316,A_NOT_APPROVED,Genspark,20,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,99d8b8df-ee6a-4b8a-af6b-16b17fb52a75,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Approve transaction
P2,99d8b8df-ee6a-4b8a-af6b-16b17fb52a75,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,cc506b4a-5cdb-4cae-b21c-9c360930601d,A_NOT_APPROVED,Amtrak,150,Awaiting approval,Approve transaction
P2,cc506b4a-5cdb-4cae-b21c-9c360930601d,A_NOT_APPROVED,Amtrak,150,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,14299946-f3ca-4736-b9bd-6bff49b9c6f4,A_NOT_APPROVED,Air Canada,10.2,Awaiting approval,Approve transaction
P2,14299946-f3ca-4736-b9bd-6bff49b9c6f4,A_NOT_APPROVED,Air Canada,10.2,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,6c1a5661-9bdc-4fae-80fb-d7bfa6fe6a70,A_NOT_APPROVED,Paypal,1510,Awaiting approval,Approve transaction
P2,6c1a5661-9bdc-4fae-80fb-d7bfa6fe6a70,A_NOT_APPROVED,Paypal,1510,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,35e76201-5f33-479e-b772-2521514f292e,A_NOT_APPROVED,Grasshopper,144.27,Awaiting approval,Approve transaction
P2,35e76201-5f33-479e-b772-2521514f292e,A_NOT_APPROVED,Grasshopper,144.27,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b120b59d-4058-4c68-bea7-3ca0c454e2e1,A_NOT_APPROVED,Google Workspace,12,Awaiting approval,Approve transaction
P2,b120b59d-4058-4c68-bea7-3ca0c454e2e1,A_NOT_APPROVED,Google Workspace,12,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,9d82992d-fc70-4ecb-994c-f7d2169533dd,A_NOT_APPROVED,Google Workspace,16.8,Awaiting approval,Approve transaction
P2,9d82992d-fc70-4ecb-994c-f7d2169533dd,A_NOT_APPROVED,Google Workspace,16.8,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,91d6beb8-1beb-44ee-a1bc-74ef8aa895b4,A_NOT_APPROVED,Shodan,69,Awaiting approval,Approve transaction
P2,91d6beb8-1beb-44ee-a1bc-74ef8aa895b4,A_NOT_APPROVED,Shodan,69,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,a2874e9d-7d21-4829-b38c-75051b567f1a,A_NOT_APPROVED,Google Cloud,5258.13,Awaiting approval,Approve transaction
P2,a2874e9d-7d21-4829-b38c-75051b567f1a,A_NOT_APPROVED,Google Cloud,5258.13,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e3c889b1-ed7e-4c94-82c4-023bd3b811f2,A_NOT_APPROVED,Google Cloud,48.76,Awaiting approval,Approve transaction
P2,e3c889b1-ed7e-4c94-82c4-023bd3b811f2,A_NOT_APPROVED,Google Cloud,48.76,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,8f348914-8104-4583-8c2a-f2fe34f09c1a,A_NOT_APPROVED,Sentry,389,Awaiting approval,Approve transaction
P2,8f348914-8104-4583-8c2a-f2fe34f09c1a,A_NOT_APPROVED,Sentry,389,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,cf5dcee3-c57e-4908-b99d-2de2f5df7732,A_NOT_APPROVED,Fedex,55.93,Awaiting approval,Approve transaction
P2,cf5dcee3-c57e-4908-b99d-2de2f5df7732,A_NOT_APPROVED,Fedex,55.93,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,7a25ffc2-259f-48e3-8814-afd620c65208,A_NOT_APPROVED,Anthropic,125,Awaiting approval,Approve transaction
P2,7a25ffc2-259f-48e3-8814-afd620c65208,A_NOT_APPROVED,Anthropic,125,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,76d71606-c5c1-4ad9-8dd4-f56ab68e2174,A_NOT_APPROVED,Qdf Harrods F And B Restaurant,11.34,Awaiting approval,Approve transaction
P2,76d71606-c5c1-4ad9-8dd4-f56ab68e2174,A_NOT_APPROVED,Qdf Harrods F And B Restaurant,11.34,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2ebe99e0-eb6a-4cf4-8946-650b8af44b15,A_NOT_APPROVED,Jamocha,4.53,Awaiting approval,Approve transaction
P2,2ebe99e0-eb6a-4cf4-8946-650b8af44b15,A_NOT_APPROVED,Jamocha,4.53,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,754f35f4-3ec6-4898-9ab6-872df9095464,A_NOT_APPROVED,USPS,187.2,Awaiting approval,Approve transaction
P2,754f35f4-3ec6-4898-9ab6-872df9095464,A_NOT_APPROVED,USPS,187.2,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,dd341bc3-42e5-40d7-ab19-2770465734b1,A_NOT_APPROVED,Uber,41.34,Awaiting approval,Approve transaction
P2,dd341bc3-42e5-40d7-ab19-2770465734b1,A_NOT_APPROVED,Uber,41.34,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e7a963da-db48-4b93-b072-852875d326e5,A_NOT_APPROVED,Flower Child,118.56,Awaiting approval,Attach receipt
P1,e7a963da-db48-4b93-b072-852875d326e5,A_NOT_APPROVED,Flower Child,118.56,Awaiting approval,Add memo
P1,e7a963da-db48-4b93-b072-852875d326e5,A_NOT_APPROVED,Flower Child,118.56,Awaiting approval,Approve transaction
P2,e7a963da-db48-4b93-b072-852875d326e5,A_NOT_APPROVED,Flower Child,118.56,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3ad18125-648f-4483-bfdd-21c95e85d32d,A_NOT_APPROVED,Boulevard Cafe Catering,466.3,Awaiting approval,Approve transaction
P2,3ad18125-648f-4483-bfdd-21c95e85d32d,A_NOT_APPROVED,Boulevard Cafe Catering,466.3,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,82650cd7-3290-4cb2-b9c5-3f2b944a0403,A_NOT_APPROVED,The Watermark Hotel,332.55,Awaiting approval,Attach receipt
P1,82650cd7-3290-4cb2-b9c5-3f2b944a0403,A_NOT_APPROVED,The Watermark Hotel,332.55,Awaiting approval,Approve transaction
P2,82650cd7-3290-4cb2-b9c5-3f2b944a0403,A_NOT_APPROVED,The Watermark Hotel,332.55,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,c6d881d1-3849-4fca-9f62-35a1ad109a84,A_NOT_APPROVED,The Watermark Hotel,5.5,Awaiting approval,Approve transaction
P2,c6d881d1-3849-4fca-9f62-35a1ad109a84,A_NOT_APPROVED,The Watermark Hotel,5.5,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,769d79f5-d559-4f4a-8216-66eea3f1bcce,A_NOT_APPROVED,The Watermark Hotel,264.54,Awaiting approval,Attach receipt
P1,769d79f5-d559-4f4a-8216-66eea3f1bcce,A_NOT_APPROVED,The Watermark Hotel,264.54,Awaiting approval,Add memo
P1,769d79f5-d559-4f4a-8216-66eea3f1bcce,A_NOT_APPROVED,The Watermark Hotel,264.54,Awaiting approval,Approve transaction
P2,769d79f5-d559-4f4a-8216-66eea3f1bcce,A_NOT_APPROVED,The Watermark Hotel,264.54,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,eff14e91-2aed-46c0-8c94-99d659305b36,A_NOT_APPROVED,Capital One,6,Awaiting approval,Approve transaction
P2,eff14e91-2aed-46c0-8c94-99d659305b36,A_NOT_APPROVED,Capital One,6,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,4c156271-2178-4c6f-a7c0-7903d8071e26,A_NOT_APPROVED,Colpark Loc 916,60,Awaiting approval,Approve transaction
P2,4c156271-2178-4c6f-a7c0-7903d8071e26,A_NOT_APPROVED,Colpark Loc 916,60,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,46e8cb2d-9c9e-463e-a8c3-bddf74b89fac,A_NOT_APPROVED,Atlassian,73,Awaiting approval,Approve transaction
P2,46e8cb2d-9c9e-463e-a8c3-bddf74b89fac,A_NOT_APPROVED,Atlassian,73,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,079b9fe0-fee2-4c22-8e71-21bfacf61791,A_NOT_APPROVED,Zaytinya,503.04,Awaiting approval,Approve transaction
P2,079b9fe0-fee2-4c22-8e71-21bfacf61791,A_NOT_APPROVED,Zaytinya,503.04,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,9e8de119-313a-44e4-9d66-c8d6358c629b,A_NOT_APPROVED,Uber,64.29,Awaiting approval,Approve transaction
P2,9e8de119-313a-44e4-9d66-c8d6358c629b,A_NOT_APPROVED,Uber,64.29,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,aeb6384b-f709-43d6-b48f-a04b84875c1c,A_NOT_APPROVED,Capital One Arena,88.13,Awaiting approval,Attach receipt
P1,aeb6384b-f709-43d6-b48f-a04b84875c1c,A_NOT_APPROVED,Capital One Arena,88.13,Awaiting approval,Approve transaction
P2,aeb6384b-f709-43d6-b48f-a04b84875c1c,A_NOT_APPROVED,Capital One Arena,88.13,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b0fc85c3-eded-4e35-b75f-28375574c019,A_NOT_APPROVED,Courtyard by Marriott,490.38,Awaiting approval,Approve transaction
P2,b0fc85c3-eded-4e35-b75f-28375574c019,A_NOT_APPROVED,Courtyard by Marriott,490.38,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,41b2c6ba-0858-4c6b-a1d4-628bc5df0618,A_NOT_APPROVED,Fedex,43.1,Awaiting approval,Approve transaction
P2,41b2c6ba-0858-4c6b-a1d4-628bc5df0618,A_NOT_APPROVED,Fedex,43.1,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,5550ebcd-aa6e-4f26-bbe6-d2ecb6b834c1,A_NOT_APPROVED,Shotted Specialty Coffee,7.42,Awaiting approval,Approve transaction
P2,5550ebcd-aa6e-4f26-bbe6-d2ecb6b834c1,A_NOT_APPROVED,Shotted Specialty Coffee,7.42,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,741e7246-c2b3-43e9-ae9f-e193c65fd7e3,A_NOT_APPROVED,Gusto Farm to Street,17.62,Awaiting approval,Approve transaction
P2,741e7246-c2b3-43e9-ae9f-e193c65fd7e3,A_NOT_APPROVED,Gusto Farm to Street,17.62,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,da8c872b-483a-4d3e-af9f-398d50556602,A_NOT_APPROVED,American Airlines,1971.8,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,da8c872b-483a-4d3e-af9f-398d50556602,A_NOT_APPROVED,American Airlines,1971.8,Awaiting approval,Add memo
P1,da8c872b-483a-4d3e-af9f-398d50556602,A_NOT_APPROVED,American Airlines,1971.8,Awaiting approval,Approve transaction
P2,da8c872b-483a-4d3e-af9f-398d50556602,A_NOT_APPROVED,American Airlines,1971.8,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1a9beb01-2a60-4abb-854a-3c4398893d25,A_NOT_APPROVED,Tysons Tower,8,Awaiting approval,Approve transaction
P2,1a9beb01-2a60-4abb-854a-3c4398893d25,A_NOT_APPROVED,Tysons Tower,8,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,337f7cd2-aa9b-4a87-a24b-fb376fc4dcba,A_NOT_APPROVED,Southwest Airlines,181.4,Awaiting approval,Approve transaction
P2,337f7cd2-aa9b-4a87-a24b-fb376fc4dcba,A_NOT_APPROVED,Southwest Airlines,181.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b4a9d884-c64d-4644-8aa8-38f5abca18af,A_NOT_APPROVED,Uber,70.85,Awaiting approval,Approve transaction
P2,b4a9d884-c64d-4644-8aa8-38f5abca18af,A_NOT_APPROVED,Uber,70.85,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,72857ee4-9032-4529-ac9d-324ad7de5c4e,A_NOT_APPROVED,Loews Hotels,628.89,Awaiting approval,Attach receipt
P1,72857ee4-9032-4529-ac9d-324ad7de5c4e,A_NOT_APPROVED,Loews Hotels,628.89,Awaiting approval,Add memo
P1,72857ee4-9032-4529-ac9d-324ad7de5c4e,A_NOT_APPROVED,Loews Hotels,628.89,Awaiting approval,Approve transaction
