priority,transaction_id,cohort,merchant,amount,primary_cause,recommended_action
P2,72857ee4-9032-4529-ac9d-324ad7de5c4e,A_NOT_APPROVED,Loews Hotels,628.89,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,71ddcb1f-f98f-44e2-96ec-4ce9a0a0e5ff,A_NOT_APPROVED,Verified First,561.08,Awaiting approval,Approve transaction
P2,71ddcb1f-f98f-44e2-96ec-4ce9a0a0e5ff,A_NOT_APPROVED,Verified First,561.08,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,7593e15a-e608-4bf0-bc2e-07243a61f6eb,A_NOT_APPROVED,Uber,38.94,Awaiting approval,Approve transaction
P2,7593e15a-e608-4bf0-bc2e-07243a61f6eb,A_NOT_APPROVED,Uber,38.94,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,666815a1-0b46-4690-b8cb-08b9a8a9281b,A_NOT_APPROVED,The Heathman Hotel,177.01,Awaiting approval,Approve transaction
P2,666815a1-0b46-4690-b8cb-08b9a8a9281b,A_NOT_APPROVED,The Heathman Hotel,177.01,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,87fd107f-d9ca-4b8f-b746-9d6597d9b93a,A_NOT_APPROVED,Black and White Coffee Roasters,5.41,Awaiting approval,Approve transaction
P2,87fd107f-d9ca-4b8f-b746-9d6597d9b93a,A_NOT_APPROVED,Black and White Coffee Roasters,5.41,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,5812cfe6-f4e8-414b-b502-7d3617d8ce67,A_NOT_APPROVED,Mera Rd Llc Restaurant,11.37,Awaiting approval,Approve transaction
P2,5812cfe6-f4e8-414b-b502-7d3617d8ce67,A_NOT_APPROVED,Mera Rd Llc Restaurant,11.37,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3527bea1-8ad5-451b-ab3e-c5a82e29448e,A_NOT_APPROVED,Curb Taxi App,14.34,Awaiting approval,Approve transaction
P2,3527bea1-8ad5-451b-ab3e-c5a82e29448e,A_NOT_APPROVED,Curb Taxi App,14.34,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,331c61fe-186b-4959-bfac-4028b5841caf,A_NOT_APPROVED,"ITC Kohenur, a Luxury Collection Hotel, Hyderabad",72.17,Awaiting approval,Approve transaction
P2,331c61fe-186b-4959-bfac-4028b5841caf,A_NOT_APPROVED,"ITC Kohenur, a Luxury Collection Hotel, Hyderabad",72.17,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e51d2657-e6d5-4c88-a3c3-24d9119ff49c,A_NOT_APPROVED,Java Man Coffee,53.28,Awaiting approval,Approve transaction
P2,e51d2657-e6d5-4c88-a3c3-24d9119ff49c,A_NOT_APPROVED,Java Man Coffee,53.28,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,cf8cb933-39a2-4930-b9e5-a979d1ccfe18,A_NOT_APPROVED,Air Canada,511.19,Awaiting approval,Attach receipt
P1,cf8cb933-39a2-4930-b9e5-a979d1ccfe18,A_NOT_APPROVED,Air Canada,511.19,Awaiting approval,Add memo
P1,cf8cb933-39a2-4930-b9e5-a979d1ccfe18,A_NOT_APPROVED,Air Canada,511.19,Awaiting approval,Approve transaction
P2,cf8cb933-39a2-4930-b9e5-a979d1ccfe18,A_NOT_APPROVED,Air Canada,511.19,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e4c1ab82-fa24-4cf6-a033-26cff09f7f3e,A_NOT_APPROVED,Delta Air Lines,333.4,Awaiting approval,Approve transaction
P2,e4c1ab82-fa24-4cf6-a033-26cff09f7f3e,A_NOT_APPROVED,Delta Air Lines,333.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e697f319-c635-474b-b5b2-e53de1211686,A_NOT_APPROVED,Delta Air Lines,28.13,Awaiting approval,Approve transaction
P2,e697f319-c635-474b-b5b2-e53de1211686,A_NOT_APPROVED,Delta Air Lines,28.13,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f730375c-ff3e-4ae0-9f72-79df5da2f88a,A_NOT_APPROVED,NYC Taxi,26.9,Awaiting approval,Approve transaction
P2,f730375c-ff3e-4ae0-9f72-79df5da2f88a,A_NOT_APPROVED,NYC Taxi,26.9,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,aa72bdfe-b240-459f-b00e-b950f743a1d1,A_NOT_APPROVED,Culture Espresso,10.86,Awaiting approval,Approve transaction
P2,aa72bdfe-b240-459f-b00e-b950f743a1d1,A_NOT_APPROVED,Culture Espresso,10.86,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,cbccf981-4dd8-4d49-8b61-277730bc185c,A_NOT_APPROVED,Marriott,369.42,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,cbccf981-4dd8-4d49-8b61-277730bc185c,A_NOT_APPROVED,Marriott,369.42,Awaiting approval,Approve transaction
P2,cbccf981-4dd8-4d49-8b61-277730bc185c,A_NOT_APPROVED,Marriott,369.42,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,24f6ff44-3ad0-4684-a85d-7dbcbf1c78ab,A_NOT_APPROVED,Corellium,800,Awaiting approval,Approve transaction
P2,24f6ff44-3ad0-4684-a85d-7dbcbf1c78ab,A_NOT_APPROVED,Corellium,800,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2b420ed6-1ba3-4176-ad21-c82c0360e859,A_NOT_APPROVED,Whole Foods Market,29.2,Awaiting approval,Approve transaction
P2,2b420ed6-1ba3-4176-ad21-c82c0360e859,A_NOT_APPROVED,Whole Foods Market,29.2,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,87e32228-5ec7-4902-9159-0e796702e99e,A_NOT_APPROVED,Uber,135.65,Awaiting approval,Attach receipt
P1,87e32228-5ec7-4902-9159-0e796702e99e,A_NOT_APPROVED,Uber,135.65,Awaiting approval,Add memo
P1,87e32228-5ec7-4902-9159-0e796702e99e,A_NOT_APPROVED,Uber,135.65,Awaiting approval,Approve transaction
P2,87e32228-5ec7-4902-9159-0e796702e99e,A_NOT_APPROVED,Uber,135.65,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,5425d296-a127-4e15-98b1-79fcb387aa7b,A_NOT_APPROVED,The Heathman Hotel,21.63,Awaiting approval,Approve transaction
P2,5425d296-a127-4e15-98b1-79fcb387aa7b,A_NOT_APPROVED,The Heathman Hotel,21.63,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f93c70a0-0804-46af-bde4-05df69c56b4d,A_NOT_APPROVED,Uber,38.94,Awaiting approval,Approve transaction
P2,f93c70a0-0804-46af-bde4-05df69c56b4d,A_NOT_APPROVED,Uber,38.94,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,a5ac4427-5358-4180-8eef-57565ded7046,A_NOT_APPROVED,McDonald's,11.6,Awaiting approval,Approve transaction
P2,a5ac4427-5358-4180-8eef-57565ded7046,A_NOT_APPROVED,McDonald's,11.6,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b1c2a0c8-988e-4c72-951f-e90ee01134c0,A_NOT_APPROVED,Aerofleet Cab Services,53.02,Awaiting approval,Approve transaction
P2,b1c2a0c8-988e-4c72-951f-e90ee01134c0,A_NOT_APPROVED,Aerofleet Cab Services,53.02,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,037ea64f-d8a1-499f-bb0c-68824eec0852,A_NOT_APPROVED,Sfo Parkingcentra,59,Awaiting approval,Approve transaction
P2,037ea64f-d8a1-499f-bb0c-68824eec0852,A_NOT_APPROVED,Sfo Parkingcentra,59,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,fd3538a3-9244-45dd-b7c4-84b45e39510e,A_NOT_APPROVED,Genspark,20,Awaiting approval,Approve transaction
P2,fd3538a3-9244-45dd-b7c4-84b45e39510e,A_NOT_APPROVED,Genspark,20,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,6346319b-0036-4f4d-a732-ea9a08656b05,A_NOT_APPROVED,MTA,3,Awaiting approval,Approve transaction
P2,6346319b-0036-4f4d-a732-ea9a08656b05,A_NOT_APPROVED,MTA,3,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,7d5e3b55-47cc-43f4-83ce-45442e3dda85,A_NOT_APPROVED,Microsoft Office / Azure,151.2,Awaiting approval,Approve transaction
P2,7d5e3b55-47cc-43f4-83ce-45442e3dda85,A_NOT_APPROVED,Microsoft Office / Azure,151.2,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,5c116f74-7284-4392-919a-aaf7bef9892d,A_NOT_APPROVED,Salt Indian Restaurant Bar & Grill,123.5,Awaiting approval,Approve transaction
P2,5c116f74-7284-4392-919a-aaf7bef9892d,A_NOT_APPROVED,Salt Indian Restaurant Bar & Grill,123.5,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,d2501c12-dfdb-4fa8-bfd1-4c61a6894463,A_NOT_APPROVED,Microsoft Office / Azure,0.49,Awaiting approval,Approve transaction
P2,d2501c12-dfdb-4fa8-bfd1-4c61a6894463,A_NOT_APPROVED,Microsoft Office / Azure,0.49,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e71bc4ea-2a47-493c-9d83-ca60044d1ea2,A_NOT_APPROVED,Welcomgro Itc Gardenia,33.68,Awaiting approval,Approve transaction
P2,e71bc4ea-2a47-493c-9d83-ca60044d1ea2,A_NOT_APPROVED,Welcomgro Itc Gardenia,33.68,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b7317eda-4b08-4c99-90df-1e9f874f9a07,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Approve transaction
P2,b7317eda-4b08-4c99-90df-1e9f874f9a07,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,40a9947d-609b-4265-89d4-724f02293a75,A_NOT_APPROVED,Amazon,27.02,Awaiting approval,Approve transaction
P2,40a9947d-609b-4265-89d4-724f02293a75,A_NOT_APPROVED,Amazon,27.02,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f7b39901-a3ac-4937-86d8-9e549f26688f,A_NOT_APPROVED,BSidesROC,2500,Awaiting approval,Approve transaction
P2,f7b39901-a3ac-4937-86d8-9e549f26688f,A_NOT_APPROVED,BSidesROC,2500,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,0649aff9-388c-4e63-843d-f6bf47c383fc,A_NOT_APPROVED,Sonarsource,32,Awaiting approval,Approve transaction
P2,0649aff9-388c-4e63-843d-f6bf47c383fc,A_NOT_APPROVED,Sonarsource,32,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,7bad0ad4-7cf1-4168-bd1a-c090b42f6c3d,A_NOT_APPROVED,Dufry,23.97,Awaiting approval,Approve transaction
P2,7bad0ad4-7cf1-4168-bd1a-c090b42f6c3d,A_NOT_APPROVED,Dufry,23.97,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f6028f6c-59b5-43d3-a5bb-ae6599799679,A_NOT_APPROVED,Delta Air Lines,143.4,Awaiting approval,Approve transaction
P2,f6028f6c-59b5-43d3-a5bb-ae6599799679,A_NOT_APPROVED,Delta Air Lines,143.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,efb1b14e-7d92-40c4-9beb-3f54a4026f91,A_NOT_APPROVED,Southwest Airlines,215.4,Awaiting approval,Approve transaction
P2,efb1b14e-7d92-40c4-9beb-3f54a4026f91,A_NOT_APPROVED,Southwest Airlines,215.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,309888a8-11be-4415-8818-84ca60adff03,A_NOT_APPROVED,Microsoft Office / Azure,11340,Awaiting approval,Approve transaction
P2,309888a8-11be-4415-8818-84ca60adff03,A_NOT_APPROVED,Microsoft Office / Azure,11340,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,fea0de6b-85c2-4b49-9cb6-d18674c9b907,A_NOT_APPROVED,Basta Trattoria,18.98,Awaiting approval,Approve transaction
P2,fea0de6b-85c2-4b49-9cb6-d18674c9b907,A_NOT_APPROVED,Basta Trattoria,18.98,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,26e7c2b5-33a5-4816-bf48-6762d6b4c3ee,A_NOT_APPROVED,MTA,3,Awaiting approval,Approve transaction
P2,26e7c2b5-33a5-4816-bf48-6762d6b4c3ee,A_NOT_APPROVED,MTA,3,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,ec73ea3a-551e-48cf-bacd-259df0fa3f4c,A_NOT_APPROVED,Runn,196,Awaiting approval,Approve transaction
P2,ec73ea3a-551e-48cf-bacd-259df0fa3f4c,A_NOT_APPROVED,Runn,196,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,23087f55-f80f-4e04-9a81-1b66e031bf84,A_NOT_APPROVED,Accurate Backgroun,52.89,Awaiting approval,Approve transaction
P2,23087f55-f80f-4e04-9a81-1b66e031bf84,A_NOT_APPROVED,Accurate Backgroun,52.89,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,36d0f20d-0df2-46f1-b836-43dd5caed717,A_NOT_APPROVED,Anthropic,125,Awaiting approval,Approve transaction
P2,36d0f20d-0df2-46f1-b836-43dd5caed717,A_NOT_APPROVED,Anthropic,125,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,16f3e3b2-a377-485c-abf6-b15566ef9fca,A_NOT_APPROVED,Anthropic,50,Awaiting approval,Approve transaction
P2,16f3e3b2-a377-485c-abf6-b15566ef9fca,A_NOT_APPROVED,Anthropic,50,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,d614ab10-5bf9-4b93-b246-ec5d9d991ab4,A_NOT_APPROVED,Biltmore Hotel And Suites,369,Awaiting approval,Approve transaction
P2,d614ab10-5bf9-4b93-b246-ec5d9d991ab4,A_NOT_APPROVED,Biltmore Hotel And Suites,369,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f2990f89-62af-41f3-9b3d-6b9d7e265ce4,A_NOT_APPROVED,zTrip,43.93,Awaiting approval,Approve transaction
P2,f2990f89-62af-41f3-9b3d-6b9d7e265ce4,A_NOT_APPROVED,zTrip,43.93,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,894b5a7a-7724-4e87-8e88-488df84103be,A_NOT_APPROVED,Microsoft Office / Azure,6.3,Awaiting approval,Approve transaction
P2,894b5a7a-7724-4e87-8e88-488df84103be,A_NOT_APPROVED,Microsoft Office / Azure,6.3,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b0752956-2c04-4ff4-a325-0bbce4c43155,A_NOT_APPROVED,Avalara,5.96,Awaiting approval,Approve transaction
P2,b0752956-2c04-4ff4-a325-0bbce4c43155,A_NOT_APPROVED,Avalara,5.96,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,50fec491-48ee-4ddf-8277-444cd98eb13f,A_NOT_APPROVED,Canva,50,Awaiting approval,Approve transaction
P2,50fec491-48ee-4ddf-8277-444cd98eb13f,A_NOT_APPROVED,Canva,50,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,42cf2ae9-4076-4f30-a482-d86e00fa4616,A_NOT_APPROVED,Alaska Airlines,325.4,Awaiting approval,Approve transaction
P2,42cf2ae9-4076-4f30-a482-d86e00fa4616,A_NOT_APPROVED,Alaska Airlines,325.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,4455fe37-fe2d-4ebe-9708-a1ea6aeffd8d,A_NOT_APPROVED,Southwest Airlines,185.4,Awaiting approval,Approve transaction
P2,4455fe37-fe2d-4ebe-9708-a1ea6aeffd8d,A_NOT_APPROVED,Southwest Airlines,185.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,c5da59b3-4fa7-4403-ac23-9f73b792b198,A_NOT_APPROVED,Alaska Airlines,343.4,Awaiting approval,Approve transaction
P2,c5da59b3-4fa7-4403-ac23-9f73b792b198,A_NOT_APPROVED,Alaska Airlines,343.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,57020a8f-6c62-4d01-a844-313a9e027aed,A_NOT_APPROVED,Microsoft Office / Azure,7281.93,Awaiting approval,Approve transaction
P2,57020a8f-6c62-4d01-a844-313a9e027aed,A_NOT_APPROVED,Microsoft Office / Azure,7281.93,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1f9116ba-3a19-4a50-83e8-a53d11636218,A_NOT_APPROVED,Microsoft Office / Azure,8.28,Awaiting approval,Approve transaction
P2,1f9116ba-3a19-4a50-83e8-a53d11636218,A_NOT_APPROVED,Microsoft Office / Azure,8.28,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,452632b1-d04f-4aaa-a5d6-f70a3210f419,A_NOT_APPROVED,Microsoft Office / Azure,1919.09,Awaiting approval,Approve transaction
P2,452632b1-d04f-4aaa-a5d6-f70a3210f419,A_NOT_APPROVED,Microsoft Office / Azure,1919.09,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,d6b0a910-495a-41a4-9e5f-f1d68ec0935c,A_NOT_APPROVED,Slack,10123.67,Awaiting approval,Approve transaction
P2,d6b0a910-495a-41a4-9e5f-f1d68ec0935c,A_NOT_APPROVED,Slack,10123.67,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,a2eef8d7-cbc5-498a-8b57-fd85d12bcaa1,A_NOT_APPROVED,Lner Web Sales,189.9,Awaiting approval,Approve transaction
P2,a2eef8d7-cbc5-498a-8b57-fd85d12bcaa1,A_NOT_APPROVED,Lner Web Sales,189.9,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,7a15d9ef-aa37-4f67-b166-cbe3d078242d,A_NOT_APPROVED,American Airlines,173.4,Awaiting approval,Approve transaction
P2,7a15d9ef-aa37-4f67-b166-cbe3d078242d,A_NOT_APPROVED,American Airlines,173.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,ff8884bc-6bb5-4e2b-99b3-7503c2a05f90,A_NOT_APPROVED,Delta Air Lines,757.8,Awaiting approval,Approve transaction
P2,ff8884bc-6bb5-4e2b-99b3-7503c2a05f90,A_NOT_APPROVED,Delta Air Lines,757.8,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,13c19d07-c26f-4bde-9e27-fec8376d7a48,A_NOT_APPROVED,Alaska Airlines,188.2,Awaiting approval,Approve transaction
P2,13c19d07-c26f-4bde-9e27-fec8376d7a48,A_NOT_APPROVED,Alaska Airlines,188.2,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2bf7c800-4d2b-4bfb-a53f-17d935d3dfd5,A_NOT_APPROVED,Fedex,10.25,Awaiting approval,Approve transaction
P2,2bf7c800-4d2b-4bfb-a53f-17d935d3dfd5,A_NOT_APPROVED,Fedex,10.25,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,f0755978-b602-4bd5-954c-5e6aa8fdecfb,A_NOT_APPROVED,PagerDuty,150,Awaiting approval,Approve transaction
P2,f0755978-b602-4bd5-954c-5e6aa8fdecfb,A_NOT_APPROVED,PagerDuty,150,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,0690a5f0-556c-42c0-9873-d906dec1a0c7,A_NOT_APPROVED,Smartsheet,96,Awaiting approval,Approve transaction
P2,0690a5f0-556c-42c0-9873-d906dec1a0c7,A_NOT_APPROVED,Smartsheet,96,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,bc236742-c51a-4dfc-aed1-a3f4fad62778,A_NOT_APPROVED,Dorset London West Limite,184.43,Awaiting approval,Approve transaction
P2,bc236742-c51a-4dfc-aed1-a3f4fad62778,A_NOT_APPROVED,Dorset London West Limite,184.43,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,6c852b39-f1b6-455d-8013-5f25d8cc1a80,A_NOT_APPROVED,Uber,16.91,Awaiting approval,Approve transaction
P2,6c852b39-f1b6-455d-8013-5f25d8cc1a80,A_NOT_APPROVED,Uber,16.91,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,24a3bf84-3d2e-4a6c-8812-de298f4ca161,A_NOT_APPROVED,Amazon,14.99,Awaiting approval,Approve transaction
P2,24a3bf84-3d2e-4a6c-8812-de298f4ca161,A_NOT_APPROVED,Amazon,14.99,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,0ccb54c2-5482-467a-a37e-a033353bf545,A_NOT_APPROVED,Uber,14.01,Awaiting approval,Approve transaction
P2,0ccb54c2-5482-467a-a37e-a033353bf545,A_NOT_APPROVED,Uber,14.01,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,5b8d271d-4872-4544-8f0b-5750cc608347,A_NOT_APPROVED,Sams Restaurant Restaurant,297.18,Awaiting approval,Approve transaction
P2,5b8d271d-4872-4544-8f0b-5750cc608347,A_NOT_APPROVED,Sams Restaurant Restaurant,297.18,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,b93d0a40-94bf-418b-b3be-82d13d442902,A_NOT_APPROVED,Uber,2.82,Awaiting approval,Approve transaction
P2,b93d0a40-94bf-418b-b3be-82d13d442902,A_NOT_APPROVED,Uber,2.82,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,781dfea8-2ab2-4f1e-9948-1005243bf55d,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Approve transaction
P2,781dfea8-2ab2-4f1e-9948-1005243bf55d,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,61dec3b2-822e-43e9-a805-e81d5cebd8c2,A_NOT_APPROVED,Uber,12.97,Awaiting approval,Approve transaction
P2,61dec3b2-822e-43e9-a805-e81d5cebd8c2,A_NOT_APPROVED,Uber,12.97,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,110ea83c-16db-48dd-bfe1-e414fbc40f03,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Approve transaction
P2,110ea83c-16db-48dd-bfe1-e414fbc40f03,A_NOT_APPROVED,HelloRetriever,105,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e742760d-82fc-49e1-9146-65a26280103e,A_NOT_APPROVED,Uber,2.82,Awaiting approval,Approve transaction
P2,e742760d-82fc-49e1-9146-65a26280103e,A_NOT_APPROVED,Uber,2.82,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,fe0a94b3-a67b-4374-ba2b-9c15ae97beb7,A_NOT_APPROVED,Atlassian,19018.63,Awaiting approval,Approve transaction
P2,fe0a94b3-a67b-4374-ba2b-9c15ae97beb7,A_NOT_APPROVED,Atlassian,19018.63,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,22ebea13-8108-4edc-8fa1-f3496c115b48,A_NOT_APPROVED,Microsoft Store,6165,Awaiting approval,Approve transaction
P2,22ebea13-8108-4edc-8fa1-f3496c115b48,A_NOT_APPROVED,Microsoft Store,6165,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,a917bd62-b177-411e-86d1-d0c337fe5e9f,A_NOT_APPROVED,Fedex,10.25,Awaiting approval,Approve transaction
P2,a917bd62-b177-411e-86d1-d0c337fe5e9f,A_NOT_APPROVED,Fedex,10.25,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,1d508f25-845e-4e06-b6ae-1bcc143f914c,A_NOT_APPROVED,Boots,7.05,Awaiting approval,Approve transaction
P2,1d508f25-845e-4e06-b6ae-1bcc143f914c,A_NOT_APPROVED,Boots,7.05,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,96f34ba6-c13a-4057-a4b0-14b4c44d6481,A_NOT_APPROVED,Starbucks,5.84,Awaiting approval,Approve transaction
P2,96f34ba6-c13a-4057-a4b0-14b4c44d6481,A_NOT_APPROVED,Starbucks,5.84,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,2d50ad21-aad0-4689-a09b-d8eb60636c8b,A_NOT_APPROVED,Courtyard by Marriott,159.34,Awaiting approval,Attach receipt
P1,2d50ad21-aad0-4689-a09b-d8eb60636c8b,A_NOT_APPROVED,Courtyard by Marriott,159.34,Awaiting approval,Add memo
P1,2d50ad21-aad0-4689-a09b-d8eb60636c8b,A_NOT_APPROVED,Courtyard by Marriott,159.34,Awaiting approval,Approve transaction
P2,2d50ad21-aad0-4689-a09b-d8eb60636c8b,A_NOT_APPROVED,Courtyard by Marriott,159.34,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,dc0d75b2-612a-4132-a924-323319e6f9c8,A_NOT_APPROVED,Hilton Hotels,278.37,Awaiting approval,Approve transaction
P2,dc0d75b2-612a-4132-a924-323319e6f9c8,A_NOT_APPROVED,Hilton Hotels,278.37,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,3d7287da-cee3-4ca0-a5b7-b7211cf5fae1,A_NOT_APPROVED,Starbucks,3.99,Awaiting approval,Approve transaction
P2,3d7287da-cee3-4ca0-a5b7-b7211cf5fae1,A_NOT_APPROVED,Starbucks,3.99,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,c0eba4df-7d02-4f07-8744-754e06b79bec,A_NOT_APPROVED,UPS,51.59,Awaiting approval,Approve transaction
P2,c0eba4df-7d02-4f07-8744-754e06b79bec,A_NOT_APPROVED,UPS,51.59,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,bb5f6678-a25c-483a-a5d3-24a5db7e5cd9,A_NOT_APPROVED,Jak’s Authentic Indian & Modern Vibe,61.57,Awaiting approval,Approve transaction
P2,bb5f6678-a25c-483a-a5d3-24a5db7e5cd9,A_NOT_APPROVED,Jak’s Authentic Indian & Modern Vibe,61.57,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,d59e576e-8a41-4160-bb65-f3e610165e58,A_NOT_APPROVED,Dunkin' Donuts,5.39,Awaiting approval,Approve transaction
P2,d59e576e-8a41-4160-bb65-f3e610165e58,A_NOT_APPROVED,Dunkin' Donuts,5.39,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,77fbbef0-30cc-44a7-9ead-b853d4105981,A_NOT_APPROVED,Shellis News,18.7,Awaiting approval,Approve transaction
P2,77fbbef0-30cc-44a7-9ead-b853d4105981,A_NOT_APPROVED,Shellis News,18.7,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,e5602cb7-8afb-4e73-a8df-20498cc08e01,A_NOT_APPROVED,Delta Hotels By Marriott,12.17,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,e5602cb7-8afb-4e73-a8df-20498cc08e01,A_NOT_APPROVED,Delta Hotels By Marriott,12.17,Awaiting approval,Approve transaction
P2,e5602cb7-8afb-4e73-a8df-20498cc08e01,A_NOT_APPROVED,Delta Hotels By Marriott,12.17,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,519e5b5d-5428-4fcd-8617-2cd6947ea476,A_NOT_APPROVED,American Airlines,373.4,Awaiting approval,Resolve policy violation/exception in Ramp policy workflow
P1,519e5b5d-5428-4fcd-8617-2cd6947ea476,A_NOT_APPROVED,American Airlines,373.4,Awaiting approval,Add memo
P1,519e5b5d-5428-4fcd-8617-2cd6947ea476,A_NOT_APPROVED,American Airlines,373.4,Awaiting approval,Approve transaction
P2,519e5b5d-5428-4fcd-8617-2cd6947ea476,A_NOT_APPROVED,American Airlines,373.4,Awaiting approval,Run historical backfill/re-export from Ramp accounting sync
P1,929a878c-0f97-4891-8705-0bcf498682f7,A_NOT_APPROVED,City of Monticello,30,Awaiting approval,Approve transaction
